txn_uid,source_system,leg,expected_class,expected_counterpart_ref,expects_hungarian,greedy_differs,trap_group_id,trap_assert,dense_block_id
BNK-0000361,BANK,BANK,MATCHED,M014-792f3246,false,false,,,
BNK-0000362,BANK,BANK,MATCHED,M015-2fd40663,false,false,,,
BNK-0000363,BANK,BANK,MATCHED,M015-da107079,false,false,,,
BNK-0000364,BANK,BANK,MATCHED,M015-6984517e,false,false,,,
BNK-0000365,BANK,BANK,MATCHED,M010-91a291a7,false,false,,,
BNK-0000366,BANK,BANK,MATCHED,M008-a3bf9232,false,false,,,
BNK-0000367,BANK,BANK,MATCHED,M014-7eafdbea,false,false,,,
BNK-0000368,BANK,BANK,MATCHED,M004-84142e19,false,false,,,
BNK-0000369,BANK,BANK,MATCHED,M011-4c311943,false,false,,,
BNK-0000370,BANK,BANK,MATCHED,M011-d575cdab,false,false,,,
BNK-0000371,BANK,BANK,MATCHED,M008-28cf759e,false,false,,,
BNK-0000372,BANK,BANK,MATCHED,M007-f3a708f4,false,false,,,
BNK-0000373,BANK,BANK,MATCHED,M020-a6d107b0,false,false,,,
BNK-0000374,BANK,BANK,MATCHED,M009-a7a8b9bb,false,false,,,
BNK-0000375,BANK,BANK,MATCHED,M010-0d715498,false,false,,,
BNK-0000376,BANK,BANK,MATCHED,M011-47a1b5a4,false,false,,,
BNK-0000378,BANK,BANK,MATCHED,M004-07b22f16,false,false,,,
BNK-0000379,BANK,BANK,MATCHED,M013-c9fab9b3,false,false,,,
BNK-0000380,BANK,BANK,MATCHED,M017-d0766bb3,false,false,,,
BNK-0000381,BANK,BANK,TIMING_DIFFERENCE,M019-d04d259b,false,false,,,
BNK-0000382,BANK,BANK,MATCHED,M008-5c2d6a9a,false,false,,,
BNK-0000383,BANK,BANK,MATCHED,M006-04c5503b,false,false,,,
BNK-0000384,BANK,BANK,MATCHED,M002-6e4644e0,false,false,,,
BNK-0000385,BANK,BANK,MATCHED,M020-7d6e120a,false,false,,,
BNK-0000386,BANK,BANK,MATCHED,M006-757563e6,false,false,,,
BNK-0000387,BANK,BANK,MATCHED,M014-e22d4ae5,false,false,,,
BNK-0000388,BANK,BANK,MATCHED,M018-675dbd99,false,false,,,
BNK-0000389,BANK,BANK,MATCHED,M007-6a395dfe,false,false,,,
BNK-0000390,BANK,BANK,MATCHED,M019-f6f4572b,false,false,,,
BNK-0000391,BANK,BANK,MATCHED,M003-dabc4e01,false,false,,,
BNK-0000392,BANK,BANK,MATCHED,M016-cd9504bc,false,false,,,
BNK-0000393,BANK,BANK,MATCHED,M019-c59340af,false,false,,,
BNK-0000394,BANK,BANK,MATCHED,M009-baf3a8c8,false,false,,,
BNK-0000395,BANK,BANK,MATCHED,M012-9f5c0266,false,false,,,
BNK-0000396,BANK,BANK,MATCHED,M005-71d83342,false,false,,,
BNK-0000397,BANK,BANK,MATCHED,M005-1fcd2549,false,false,,,
BNK-0000398,BANK,BANK,MATCHED,M004-53e5356b,false,false,,,
BNK-0000399,BANK,BANK,MATCHED,M007-acd8e7f0,false,false,,,
BNK-0000400,BANK,BANK,MATCHED,M006-b1e1e0ee,false,false,,,
BNK-0000401,BANK,BANK,MATCHED,M020-414f5c50,false,false,,,
BNK-0000402,BANK,BANK,MATCHED,M017-d6cdaf5a,false,false,,,
BNK-0000403,BANK,BANK,MATCHED,M007-0aa8a5f8,false,false,,,
BNK-0000404,BANK,BANK,MATCHED,M003-4d2d9d02,false,false,,,
BNK-0000405,BANK,BANK,MATCHED,M005-3de82eb3,false,false,,,
BNK-0000406,BANK,BANK,MATCHED,M003-6d8eacf3,false,false,,,
BNK-0000407,BANK,BANK,TIMING_DIFFERENCE,M002-c781ef02,false,false,,,
BNK-0000408,BANK,BANK,MATCHED,M007-29a54358,false,false,,,
BNK-0000409,BANK,BANK,MATCHED,M006-8817592c,false,false,,,
BNK-0000410,BANK,BANK,MATCHED,M015-fa1c7ef6,false,false,,,
BNK-0000411,BANK,BANK,TIMING_DIFFERENCE,M006-c54fff8b,false,false,,,
BNK-0000412,BANK,BANK,MATCHED,M019-3bc34f9a,false,false,,,
BNK-0000413,BANK,BANK,MATCHED,M018-a6e39ebb,false,false,,,
BNK-0000414,BANK,BANK,MATCHED,M007-69972d06,false,false,,,
BNK-0000415,BANK,BANK,TIMING_DIFFERENCE,M007-3936081d,false,false,,,
BNK-0000416,BANK,BANK,MATCHED,M011-b5065736,false,false,,,
BNK-0000417,BANK,BANK,MATCHED,M009-c02d384d,false,false,,,
BNK-0000418,BANK,BANK,MATCHED,M001-c5bb4bb8,false,false,,,
BNK-0000419,BANK,BANK,MATCHED,M006-33593fde,false,false,,,
BNK-0000420,BANK,BANK,MATCHED,M001-4707b72f,false,false,,,
BNK-0000421,BANK,BANK,MATCHED,M014-71e71562,false,false,,,
BNK-0000422,BANK,BANK,MATCHED,M011-2d92e745,false,false,,,
BNK-0000423,BANK,BANK,MATCHED,M011-d51f3519,false,false,,,
BNK-0000424,BANK,BANK,TIMING_DIFFERENCE,M011-6c576d8e,false,false,,,
BNK-0000425,BANK,BANK,MATCHED,M001-36d29ba7,false,false,,,
BNK-0000426,BANK,BANK,MATCHED,M011-dd242216,false,false,,,
BNK-0000427,BANK,BANK,MATCHED,M004-863fe92f,false,false,,,
BNK-0000428,BANK,BANK,MATCHED,M003-05123a71,false,false,,,
BNK-0000429,BANK,BANK,TIMING_DIFFERENCE,M009-d85ee504,false,false,,,
BNK-0000430,BANK,BANK,MATCHED,M008-33c27041,false,false,,,
BNK-0000431,BANK,BANK,MATCHED,M003-e696fa4b,false,false,,,
BNK-0000432,BANK,BANK,MATCHED,M018-40dd5198,false,false,,,
BNK-0000433,BANK,BANK,MATCHED,M015-7c99c18f,false,false,,,
BNK-0000434,BANK,BANK,MATCHED,M007-9eb2b67d,false,false,,,
BNK-0000435,BANK,BANK,MATCHED,M009-81abd1d9,false,false,,,
BNK-0000436,BANK,BANK,MATCHED,M008-35f3b68f,false,false,,,
BNK-0000437,BANK,BANK,MATCHED,M014-4a455b81,false,false,,,
BNK-0000438,BANK,BANK,MATCHED,M008-1dd64b33,false,false,,,
BNK-0000439,BANK,BANK,MATCHED,M015-0cc5c0b3,false,false,,,
BNK-0000440,BANK,BANK,MATCHED,M011-66079367,false,false,,,
BNK-0000441,BANK,BANK,MATCHED,M019-a2e376e9,false,false,,,
BNK-0000442,BANK,BANK,MATCHED,M012-3ac7d7a7,false,false,,,
BNK-0000443,BANK,BANK,MATCHED,M002-fe01ce75,false,false,,,
BNK-0000444,BANK,BANK,TIMING_DIFFERENCE,M016-8e29e602,false,false,,,
BNK-0000445,BANK,BANK,MATCHED,M006-de9bb53f,false,false,,,
BNK-0000446,BANK,BANK,MATCHED,M010-ba892b3b,false,false,,,
BNK-0000447,BANK,BANK,MATCHED,M018-3a5d0b7c,false,false,,,
BNK-0000448,BANK,BANK,MATCHED,M012-5e5b10c7,false,false,,,
BNK-0000449,BANK,BANK,MATCHED,M011-ff652558,false,false,,,
BNK-0000450,BANK,BANK,MATCHED,M017-5a94f348,false,false,,,
BNK-0000451,BANK,BANK,TIMING_DIFFERENCE,M007-a4bfe513,false,false,,,
BNK-0000452,BANK,BANK,MATCHED,M019-5007e2e7,false,false,,,
BNK-0000453,BANK,BANK,MATCHED,M007-a04ab220,false,false,,,
BNK-0000454,BANK,BANK,MATCHED,M004-8926e801,false,false,,,
BNK-0000455,BANK,BANK,MATCHED,M008-f4cece67,false,false,,,
BNK-0000456,BANK,BANK,MATCHED,M017-c1736ebe,false,false,,,
BNK-0000457,BANK,BANK,MATCHED,M017-bc65bfc5,false,false,,,
BNK-0000458,BANK,BANK,MATCHED,M005-f667b388,false,false,,,
BNK-0000459,BANK,BANK,MATCHED,M004-6ad09844,false,false,,,
BNK-0000460,BANK,BANK,MATCHED,M006-dedd634d,false,false,,,
BNK-0000461,BANK,BANK,MATCHED,M005-dc843565,false,false,,,
BNK-0000462,BANK,BANK,MATCHED,M018-f306e13d,false,false,,,
BNK-0000463,BANK,BANK,MATCHED,M010-5bb3f259,false,false,,,
BNK-0000464,BANK,BANK,MATCHED,M018-16762882,false,false,,,
BNK-0000465,BANK,BANK,MATCHED,M006-e7b7d370,false,false,,,
BNK-0000466,BANK,BANK,MATCHED,M004-076b1acd,false,false,,,
BNK-0000467,BANK,BANK,MATCHED,M018-d2edf85d,false,false,,,
BNK-0000468,BANK,BANK,MATCHED,M014-6e732bd0,false,false,,,
BNK-0000469,BANK,BANK,MATCHED,M007-9d64c090,false,false,,,
BNK-0000470,BANK,BANK,MATCHED,M011-41291995,false,false,,,
BNK-0000471,BANK,BANK,MATCHED,M003-5cd33e9f,false,false,,,
BNK-0000472,BANK,BANK,MATCHED,M013-c6afcc83,false,false,,,
BNK-0000473,BANK,BANK,MATCHED,M015-4ec8b45d,false,false,,,
BNK-0000474,BANK,BANK,TIMING_DIFFERENCE,M009-0d21e9e2,false,false,,,
BNK-0000475,BANK,BANK,MATCHED,M013-cb4f2004,false,false,,,
BNK-0000476,BANK,BANK,MATCHED,M003-249de87a,false,false,,,
BNK-0000477,BANK,BANK,MATCHED,M002-d9133d26,false,false,,,
BNK-0000478,BANK,BANK,TIMING_DIFFERENCE,M009-d09ea982,false,false,,,
BNK-0000479,BANK,BANK,MATCHED,M011-a99b7d87,false,false,,,
BNK-0000480,BANK,BANK,MATCHED,M015-6440285b,false,false,,,
BNK-0000481,BANK,BANK,MATCHED,M020-53935fd1,false,false,,,
BNK-0000482,BANK,BANK,MATCHED,M013-6b9ccc6c,false,false,,,
BNK-0000483,BANK,BANK,MATCHED,M017-12725b8e,false,false,,,
BNK-0000484,BANK,BANK,MATCHED,M010-55246fa3,false,false,,,
BNK-0000485,BANK,BANK,MATCHED,M005-99286c0d,false,false,,,
BNK-0000486,BANK,BANK,MATCHED,M015-c037c870,false,false,,,
BNK-0000487,BANK,BANK,MATCHED,M015-27e961b1,false,false,,,
BNK-0000488,BANK,BANK,MATCHED,M004-f4c4e8bc,false,false,,,
BNK-0000489,BANK,BANK,MATCHED,M003-69a1b31a,false,false,,,
BNK-0000490,BANK,BANK,MATCHED,M009-eeeea353,false,false,,,
BNK-0000491,BANK,BANK,MATCHED,M005-fa6aef15,false,false,,,
BNK-0000492,BANK,BANK,MATCHED,M002-2e00fd2d,false,false,,,
BNK-0000493,BANK,BANK,MATCHED,M005-7a9fdc10,false,false,,,
BNK-0000494,BANK,BANK,MATCHED,M020-a0031dff,false,false,,,
BNK-0000495,BANK,BANK,MATCHED,M004-0c8d2fc3,false,false,,,
BNK-0000496,BANK,BANK,MATCHED,M013-03f91d80,false,false,,,
BNK-0000497,BANK,BANK,MATCHED,M008-c391a97c,false,false,,,
BNK-0000498,BANK,BANK,MATCHED,M019-4f91904a,false,false,,,
BNK-0000499,BANK,BANK,MATCHED,M002-587c7a43,false,false,,,
BNK-0000500,BANK,BANK,MATCHED,M017-4e59b08f,false,false,,,
BNK-0000501,BANK,BANK,MATCHED,M004-c2aa24c4,false,false,,,
BNK-0000502,BANK,BANK,MATCHED,M018-e4f36497,false,false,,,
BNK-0000503,BANK,BANK,MATCHED,M002-ea45ac4e,false,false,,,
BNK-0000504,BANK,BANK,MATCHED,M009-b4703690,false,false,,,
BNK-0000505,BANK,BANK,MATCHED,M004-5e32bc55,false,false,,,
BNK-0000506,BANK,BANK,MATCHED,M001-247e1de3,false,false,,,
BNK-0000507,BANK,BANK,MATCHED,M008-eb4c29d9,false,false,,,
BNK-0000508,BANK,BANK,MATCHED,M004-e96f9c23,false,false,,,
BNK-0000509,BANK,BANK,MATCHED,M019-8f8c375d,false,false,,,
BNK-0000510,BANK,BANK,MATCHED,M001-ac32c49d,false,false,,,
BNK-0000511,BANK,BANK,MATCHED,M010-9f4580d0,false,false,,,
BNK-0000512,BANK,BANK,MATCHED,M018-d0ed6227,false,false,,,
BNK-0000513,BANK,BANK,MATCHED,M007-edbc3729,false,false,,,
BNK-0000514,BANK,BANK,MATCHED,M019-bd57da8c,false,false,,,
BNK-0000515,BANK,BANK,MATCHED,M016-6151b926,false,false,,,
BNK-0000516,BANK,BANK,MATCHED,M010-d212562c,false,false,,,
BNK-0000517,BANK,BANK,MATCHED,M017-4ad7312f,false,false,,,
BNK-0000518,BANK,BANK,MATCHED,M013-785e55eb,false,false,,,
BNK-0000519,BANK,BANK,MATCHED,M005-269b873a,false,false,,,
BNK-0000520,BANK,BANK,MATCHED,M020-edb9f779,false,false,,,
BNK-0000521,BANK,BANK,MATCHED,M012-c200caf6,false,false,,,
BNK-0000522,BANK,BANK,MATCHED,M018-f6af0894,false,false,,,
BNK-0000523,BANK,BANK,MATCHED,M015-f569ca03,false,false,,,
BNK-0000524,BANK,BANK,MATCHED,M007-93b4398d,false,false,,,
BNK-0000525,BANK,BANK,MATCHED,M015-a807a7a6,false,false,,,
BNK-0000526,BANK,BANK,MATCHED,M009-990846b3,false,false,,,
BNK-0000527,BANK,BANK,MATCHED,M011-d82ef9b1,false,false,,,
BNK-0000528,BANK,BANK,MATCHED,M020-ffa47837,false,false,,,
BNK-0000529,BANK,BANK,MATCHED,M008-74fbfb16,false,false,,,
BNK-0000530,BANK,BANK,MATCHED,M008-61a128b3,false,false,,,
BNK-0000531,BANK,BANK,MATCHED,M017-34c496af,false,false,,,
BNK-0000532,BANK,BANK,MATCHED,M016-6b0ff663,false,false,,,
BNK-0000533,BANK,BANK,TIMING_DIFFERENCE,M015-a436ab2d,false,false,,,
BNK-0000534,BANK,BANK,MATCHED,M010-f8a906f5,false,false,,,
BNK-0000535,BANK,BANK,MATCHED,M012-2140fe88,false,false,,,
BNK-0000536,BANK,BANK,MATCHED,M014-84e66740,false,false,,,
BNK-0000537,BANK,BANK,MATCHED,M019-db0dd13f,false,false,,,
BNK-0000538,BANK,BANK,MATCHED,M002-ff54c4d8,false,false,,,
BNK-0000539,BANK,BANK,MATCHED,M008-b356402a,false,false,,,
BNK-0000540,BANK,BANK,MATCHED,M008-512ff6d9,false,false,,,
BNK-0000541,BANK,BANK,MATCHED,M007-ef51b6a3,false,false,,,
BNK-0000542,BANK,BANK,MATCHED,M015-4180fd14,false,false,,,
BNK-0000543,BANK,BANK,MATCHED,M014-bc4d8b92,false,false,,,
BNK-0000544,BANK,BANK,MATCHED,M011-e53b1704,false,false,,,
BNK-0000545,BANK,BANK,MATCHED,M010-177e8fec,false,false,,,
BNK-0000546,BANK,BANK,MATCHED,M006-e41d62ef,false,false,,,
BNK-0000547,BANK,BANK,MATCHED,M020-0dd737ea,false,false,,,
BNK-0000548,BANK,BANK,MATCHED,M011-5a2a038d,false,false,,,
BNK-0000549,BANK,BANK,MATCHED,M006-e3a65948,false,false,,,
BNK-0000550,BANK,BANK,MATCHED,M019-98e656e4,false,false,,,
BNK-0000551,BANK,BANK,MATCHED,M011-cfc4b1d8,false,false,,,
BNK-0000552,BANK,BANK,MATCHED,M017-c844be64,false,false,,,
BNK-0000553,BANK,BANK,MATCHED,M011-5282639f,false,false,,,
BNK-0000554,BANK,BANK,MATCHED,M008-b1310582,false,false,,,
BNK-0000555,BANK,BANK,MATCHED,M019-fae1983c,false,false,,,
BNK-0000556,BANK,BANK,TIMING_DIFFERENCE,M012-6a988271,false,false,,,
BNK-0000557,BANK,BANK,MATCHED,M012-a8759535,false,false,,,
BNK-0000558,BANK,BANK,MATCHED,M005-e51b20a4,false,false,,,
BNK-0000559,BANK,BANK,MATCHED,M005-5d49a54e,false,false,,,
BNK-0000560,BANK,BANK,MATCHED,M013-c4a7cb2a,false,false,,,
BNK-0000561,BANK,BANK,MATCHED,M015-3834aad0,false,false,,,
BNK-0000562,BANK,BANK,MATCHED,M004-8a1483bb,false,false,,,
BNK-0000563,BANK,BANK,MATCHED,M005-1a9a3a1b,false,false,,,
BNK-0000564,BANK,BANK,MATCHED,M017-be842926,false,false,,,
BNK-0000565,BANK,BANK,MATCHED,M014-95d24734,false,false,,,
BNK-0000566,BANK,BANK,MATCHED,M015-17074c45,false,false,,,
BNK-0000567,BANK,BANK,MATCHED,M019-07a9f1bd,false,false,,,
BNK-0000568,BANK,BANK,MATCHED,M020-a0f40afc,false,false,,,
BNK-0000569,BANK,BANK,MATCHED,M001-f22ca78e,false,false,,,
BNK-0000570,BANK,BANK,MATCHED,M015-bf6d2d3b,false,false,,,
BNK-0000571,BANK,BANK,MATCHED,M018-7777a0c8,false,false,,,
BNK-0000572,BANK,BANK,MATCHED,M001-c95fee9c,false,false,,,
BNK-0000573,BANK,BANK,MATCHED,M006-578b3a0b,false,false,,,
BNK-0000574,BANK,BANK,MATCHED,M013-aa94502e,false,false,,,
BNK-0000575,BANK,BANK,MATCHED,M011-30b6d8a8,false,false,,,
BNK-0000576,BANK,BANK,MATCHED,M003-b2c80bd0,false,false,,,
BNK-0000577,BANK,BANK,TIMING_DIFFERENCE,M009-17e3a28b,false,false,,,
BNK-0000578,BANK,BANK,MATCHED,M015-58af8d62,false,false,,,
BNK-0000579,BANK,BANK,MATCHED,M001-a5dd9d60,false,false,,,
BNK-0000580,BANK,BANK,MATCHED,M018-e500ba01,false,false,,,
BNK-0000581,BANK,BANK,MATCHED,M008-e6273773,false,false,,,
BNK-0000582,BANK,BANK,MATCHED,M004-f5cf5ace,false,false,,,
BNK-0000583,BANK,BANK,MATCHED,M004-f327b42d,false,false,,,
BNK-0000584,BANK,BANK,MATCHED,M016-df5e935a,false,false,,,
BNK-0000586,BANK,BANK,MATCHED,M010-ee0c21d6,false,false,,,
BNK-0000587,BANK,BANK,MATCHED,M007-6b68607a,false,false,,,
BNK-0000588,BANK,BANK,MATCHED,M017-030cdeb0,false,false,,,
BNK-0000589,BANK,BANK,MATCHED,M020-15ea8e09,false,false,,,
BNK-0000590,BANK,BANK,MATCHED,M012-e0d3f238,false,false,,,
BNK-0000591,BANK,BANK,MATCHED,M013-0d502577,false,false,,,
BNK-0000592,BANK,BANK,MATCHED,M011-bd4f6906,false,false,,,
BNK-0000593,BANK,BANK,MATCHED,M014-791ac7dc,false,false,,,
BNK-0000594,BANK,BANK,MATCHED,M004-3f121614,false,false,,,
BNK-0000595,BANK,BANK,MATCHED,M020-dc78b4ae,false,false,,,
BNK-0000596,BANK,BANK,MATCHED,M006-e1967f9b,false,false,,,
BNK-0000597,BANK,BANK,MATCHED,M018-7405f508,false,false,,,
BNK-0000598,BANK,BANK,MATCHED,M007-7a4d8baa,false,false,,,
BNK-0000599,BANK,BANK,MATCHED,M017-f072fe6f,false,false,,,
BNK-0000600,BANK,BANK,MATCHED,M004-0a56c206,false,false,,,
BNK-0000601,BANK,BANK,MATCHED,M010-5eb36c86,false,false,,,
BNK-0000602,BANK,BANK,MATCHED,M019-78cd3d55,false,false,,,
BNK-0000603,BANK,BANK,MATCHED,M009-46f56754,false,false,,,
BNK-0000604,BANK,BANK,MATCHED,M016-27200323,false,false,,,
BNK-0000605,BANK,BANK,MATCHED,M008-bcd51966,false,false,,,
BNK-0000606,BANK,BANK,MATCHED,M013-df72fdd8,false,false,,,
BNK-0000607,BANK,BANK,MATCHED,M014-1efb0f59,false,false,,,
BNK-0000608,BANK,BANK,MATCHED,M016-5eebf8ac,false,false,,,
BNK-0000609,BANK,BANK,MATCHED,M015-2b94baad,false,false,,,
BNK-0000610,BANK,BANK,MATCHED,M001-b7cac4e1,false,false,,,
BNK-0000611,BANK,BANK,MATCHED,M020-429bdf9c,false,false,,,
BNK-0000612,BANK,BANK,MATCHED,M012-77f85f36,false,false,,,
BNK-0000613,BANK,BANK,MATCHED,M003-233bf7f2,false,false,,,
BNK-0000614,BANK,BANK,MATCHED,M016-f4156f47,false,false,,,
BNK-0000615,BANK,BANK,MATCHED,M015-87939185,false,false,,,
BNK-0000616,BANK,BANK,MATCHED,M005-046b991a,false,false,,,
BNK-0000617,BANK,BANK,MATCHED,M003-e483476e,false,false,,,
BNK-0000618,BANK,BANK,TIMING_DIFFERENCE,M011-c5548c0f,false,false,,,
BNK-0000619,BANK,BANK,TIMING_DIFFERENCE,M014-771a22cb,false,false,,,
BNK-0000620,BANK,BANK,MATCHED,M017-3fea2a23,false,false,,,
BNK-0000621,BANK,BANK,MATCHED,M011-1ab3f7f3,false,false,,,
BNK-0000622,BANK,BANK,TIMING_DIFFERENCE,M005-00258863,false,false,,,
BNK-0000623,BANK,BANK,MATCHED,M008-6d133751,false,false,,,
BNK-0000624,BANK,BANK,MATCHED,M004-cbf172e1,false,false,,,
BNK-0000625,BANK,BANK,MATCHED,M014-d51af040,false,false,,,
BNK-0000626,BANK,BANK,MATCHED,M009-fe293840,false,false,,,
BNK-0000627,BANK,BANK,MATCHED,M008-7ba849b7,false,false,,,
BNK-0000628,BANK,BANK,MATCHED,M019-ae895cb7,false,false,,,
BNK-0000629,BANK,BANK,MATCHED,M015-819ffdf0,false,false,,,
BNK-0000630,BANK,BANK,MATCHED,M010-fc0ab620,false,false,,,
BNK-0000631,BANK,BANK,MATCHED,M016-52c0bc31,false,false,,,
BNK-0000632,BANK,BANK,MATCHED,M020-325628ed,false,false,,,
BNK-0000633,BANK,BANK,MATCHED,M005-b032e3a5,false,false,,,
BNK-0000634,BANK,BANK,MATCHED,M005-6432cbf2,false,false,,,
BNK-0000635,BANK,BANK,MATCHED,M006-a897e8d9,false,false,,,
BNK-0000636,BANK,BANK,MATCHED,M008-fbc28f18,false,false,,,
BNK-0000637,BANK,BANK,MATCHED,M010-f4a1df65,false,false,,,
BNK-0000638,BANK,BANK,MATCHED,M016-93ef4c0b,false,false,,,
BNK-0000639,BANK,BANK,MATCHED,M009-5f79e358,false,false,,,
BNK-0000641,BANK,BANK,MATCHED,M012-1f871a0a,false,false,,,
BNK-0000642,BANK,BANK,MATCHED,M017-b923e7b8,false,false,,,
BNK-0000643,BANK,BANK,MATCHED,M002-6cd9bba6,false,false,,,
BNK-0000644,BANK,BANK,MATCHED,M016-f0661a54,false,false,,,
BNK-0000645,BANK,BANK,MATCHED,M012-6e5a2af6,false,false,,,
BNK-0000646,BANK,BANK,MATCHED,M018-ea25bcb2,false,false,,,
BNK-0000647,BANK,BANK,MATCHED,M015-8f4642cd,false,false,,,
BNK-0000649,BANK,BANK,MATCHED,M017-b6b1bb59,false,false,,,
BNK-0000650,BANK,BANK,MATCHED,M007-38fda97e,false,false,,,
BNK-0000651,BANK,BANK,MATCHED,M012-93f4b55a,false,false,,,
BNK-0000652,BANK,BANK,MATCHED,M008-e4822fde,false,false,,,
BNK-0000653,BANK,BANK,MATCHED,M012-322c2b9b,false,false,,,
BNK-0000654,BANK,BANK,MATCHED,M009-27be5d04,false,false,,,
BNK-0000655,BANK,BANK,MATCHED,M012-ad4d4f86,false,false,,,
BNK-0000656,BANK,BANK,MATCHED,M014-81264a12,false,false,,,
BNK-0000657,BANK,BANK,MATCHED,M017-96176412,false,false,,,
BNK-0000658,BANK,BANK,MATCHED,M018-fac1d1cb,false,false,,,
BNK-0000659,BANK,BANK,MATCHED,M020-1450c057,false,false,,,
BNK-0000660,BANK,BANK,MATCHED,M020-50df16f2,false,false,,,
BNK-0000661,BANK,BANK,MATCHED,M013-e71e5cf2,false,false,,,
BNK-0000662,BANK,BANK,MATCHED,M019-cb78f134,false,false,,,
BNK-0000663,BANK,BANK,MATCHED,M001-ec9d6107,false,false,,,
BNK-0000664,BANK,BANK,MATCHED,M004-724bd0b3,false,false,,,
BNK-0000665,BANK,BANK,MATCHED,M015-3e2fbb32,false,false,,,
BNK-0000666,BANK,BANK,MATCHED,M020-6f4f56a7,false,false,,,
BNK-0000667,BANK,BANK,MATCHED,M010-dc7fdfbf,false,false,,,
BNK-0000668,BANK,BANK,MATCHED,M007-956226b4,false,false,,,
BNK-0000669,BANK,BANK,MATCHED,M003-a596e733,false,false,,,
BNK-0000671,BANK,BANK,MATCHED,M014-082c8f24,false,false,,,
BNK-0000672,BANK,BANK,MATCHED,M006-b1462115,false,false,,,
BNK-0000673,BANK,BANK,MATCHED,M009-6ba2f4be,false,false,,,
BNK-0000674,BANK,BANK,MATCHED,M016-27556a37,false,false,,,
BNK-0000675,BANK,BANK,MATCHED,M011-bb2b9b7c,false,false,,,
BNK-0000676,BANK,BANK,MATCHED,M019-90482a0f,false,false,,,
BNK-0000677,BANK,BANK,MATCHED,M018-88f657eb,false,false,,,
BNK-0000678,BANK,BANK,MATCHED,M001-03ff9e25,false,false,,,
BNK-0000679,BANK,BANK,MATCHED,M005-c028716e,false,false,,,
BNK-0000680,BANK,BANK,MATCHED,M011-cf68f5a8,false,false,,,
BNK-0000681,BANK,BANK,MATCHED,M017-0e9d6be1,false,false,,,
BNK-0000682,BANK,BANK,MATCHED,M009-19d48dbe,false,false,,,
BNK-0000683,BANK,BANK,MATCHED,M018-3208d327,false,false,,,
BNK-0000684,BANK,BANK,MATCHED,M007-2127a74a,false,false,,,
BNK-0000685,BANK,BANK,MATCHED,M015-7f2013e4,false,false,,,
BNK-0000686,BANK,BANK,MATCHED,M005-1c899da3,false,false,,,
BNK-0000687,BANK,BANK,MATCHED,M019-bb23f8ca,false,false,,,
BNK-0000688,BANK,BANK,MATCHED,M018-853074b0,false,false,,,
BNK-0000689,BANK,BANK,MATCHED,M018-f27608f4,false,false,,,
BNK-0000690,BANK,BANK,MATCHED,M017-4331f793,false,false,,,
BNK-0000691,BANK,BANK,MATCHED,M003-b7413d49,false,false,,,
BNK-0000692,BANK,BANK,MATCHED,M008-c51a6f88,false,false,,,
BNK-0000693,BANK,BANK,MATCHED,M007-461ee001,false,false,,,
BNK-0000694,BANK,BANK,MATCHED,M004-9b6f9e79,false,false,,,
BNK-0000695,BANK,BANK,MATCHED,M017-9c3a4fde,false,false,,,
BNK-0000696,BANK,BANK,MATCHED,M015-b5b4016a,false,false,,,
BNK-0000697,BANK,BANK,MATCHED,M006-d77a0a80,false,false,,,
BNK-0000698,BANK,BANK,MATCHED,M007-7c400712,false,false,,,
BNK-0000699,BANK,BANK,MATCHED,M014-27557721,false,false,,,
BNK-0000700,BANK,BANK,MATCHED,M003-12942542,false,false,,,
BNK-0000701,BANK,BANK,MATCHED,M010-9a11346c,false,false,,,
BNK-0000702,BANK,BANK,MATCHED,M007-1e850681,false,false,,,
BNK-0000703,BANK,BANK,MATCHED,M012-b4def16f,false,false,,,
BNK-0000704,BANK,BANK,MATCHED,M011-96e74263,false,false,,,
BNK-0000705,BANK,BANK,MATCHED,M013-f2b305c9,false,false,,,
BNK-0000706,BANK,BANK,MATCHED,M018-46288f9c,false,false,,,
BNK-0000707,BANK,BANK,MATCHED,M003-0a29d223,false,false,,,
BNK-0000708,BANK,BANK,MATCHED,M018-457d4b5c,false,false,,,
BNK-0000709,BANK,BANK,MATCHED,M001-034539a7,false,false,,,
BNK-0000710,BANK,BANK,MATCHED,M007-fb15220c,false,false,,,
BNK-0000711,BANK,BANK,TIMING_DIFFERENCE,M018-0e8d9c1c,false,false,,,
BNK-0000712,BANK,BANK,MATCHED,M005-8c0c1677,false,false,,,
BNK-0000713,BANK,BANK,MATCHED,M010-023b2e01,false,false,,,
BNK-0000714,BANK,BANK,MATCHED,M011-20cd5b68,false,false,,,
BNK-0000715,BANK,BANK,MATCHED,M011-e37285fb,false,false,,,
BNK-0000716,BANK,BANK,MATCHED,M016-0961ca8d,false,false,,,
BNK-0000717,BANK,BANK,MATCHED,M005-4b6fada1,false,false,,,
BNK-0000718,BANK,BANK,MATCHED,M005-25c4db18,false,false,,,
BNK-0000719,BANK,BANK,MATCHED,M007-03fda0bd,false,false,,,
BNK-0000720,BANK,BANK,MATCHED,M011-57afbf3d,false,false,,,
BNK-0000721,BANK,BANK,MATCHED,M001-cf23b51d,false,false,,,
BNK-0000722,BANK,BANK,MATCHED,M016-8aaa0729,false,false,,,
BNK-0000723,BANK,BANK,MATCHED,M011-71fd653e,false,false,,,
